Ticker,Description,Price,Change %,Change,High,Low,Volume,Volume 24h in -usd,Volume 24h Change %,Technical Rating,Exchange
ETH-usd,Ether / United States Dollar,1251.31,0.86491802,10.73,1253.36,1240.27,10899.91054644,282312529.6215045,-29.6730453,Sell,COINBASE
BTC-usd,Bitcoin / United States Dollar,16947.72,0.37145395,62.72,16968.39,16882.86,976.03046415,233241093.8084546,-41.10075266,Neutral,COINBASE
DOGE-usd,Dogecoin / United States Dollar,0.10145,1.76547297,0.00176,0.10249,0.09954,40707602.00000008,42739560.80652805,-5.83751836,Buy,COINBASE
-usdT-usd,Tether / United States Dollar,1.00008,-0.00299967,-0.00003,1.00011,1.00005,884406.42,22853538.18459583,-54.62343528,Buy,COINBASE
ETH-usdT,Ether / Tether,1251.28,0.80074758,9.94,1253.15,1240.4,1148.70102372,21459851.58957141,-45.41066402,Sell,COINBASE
MATIC-usd,Polygon / United States Dollar,0.9119,1.03035675,0.0093,0.9129,0.9013,965059.9,20190435.03647016,-52.5422426,Buy,COINBASE
BTC-usdT,Bitcoin / Tether,16942.21,0.34969736,59.04,16968.12,16881.32,31.56264148,15743199.67479067,-38.28712524,Sell,COINBASE
LINK-usd,Chainlink / United States Dollar,7.294,0.8154803,0.059,7.305,7.228,46158.17,13827962.84571018,-40.82853938,Buy,COINBASE
ADA-usd,Cardano / United States Dollar,0.3212,0.50062578,0.0016,0.3233,0.3195,2088791.43,10583625.06099709,-10.28359199,Sell,COINBASE
LTC-usd,Litecoin / United States Dollar,76.96,0.7066213,0.54,77.22,76.39,11087.31142533,9769271.89656121,-33.34147744,Buy,COINBASE
SOL-usd,Solana / United States Dollar,13.48,1.42964635,0.19,13.5,13.27,42572.026,8982253.42018007,-44.00605856,Sell,COINBASE
SHIB-usd,Shiba Inu / United States Dollar,0.00000925,0.54347826,5e-8,0.00000928,0.00000918,23831444281.999996,8074278.37707185,-10.1884567,Sell,COINBASE
YFII-usd,DFI.Money / United States Dollar,1337.28,-0.12099485,-1.62,1363.1,1282.73,664.58686606,7095035.00450769,504.05869283,Sell,COINBASE
AVAX-usd,Avalanche / United States Dollar,13.57,1.19313945,0.16,13.67,13.4,15871.528,5494805.51292001,-23.88453466,Sell,COINBASE
ALGO-usd,Algorand / United States Dollar,0.2381,0.16827934,0.0004,0.2383,0.2368,546999.9,5063719.37630002,-10.87839076,Sell,COINBASE
ETHEUR,Ether / Euro,1189.1,0.81048544,9.56,1193.05,1178.42,348.40235898,5024239.66504066,-1.1408499,Sell,COINBASE
UNI-usd,Uniswap / United States Dollar,6.152,0.96832431,0.059,6.166,6.092,26037.338733,4927022.56260192,-67.20382375,Buy,COINBASE
XLM-usd,Stellar / United States Dollar,0.086497,0.22130559,0.000191,0.086654,0.086065,1538083,3542272.63869602,-34.49724446,Sell,COINBASE
ATOM-usd,Cosmos / United States Dollar,10.073,0.47880299,0.048,10.086,10.021,22937.52,3504025.46129997,-1.93378424,Sell,COINBASE
QNT-usd,Quant / United States Dollar,127.02,0.52231719,0.66,127.49,125.16,2762.559,3111516.66378,-50.26801744,Neutral,COINBASE
DOT-usd,Polkadot / United States Dollar,5.528,0.58224163,0.032,5.549,5.491,26308.483,3055244.77281199,-43.36672675,Sell,COINBASE
BTRST-usd,Braintrust / United States Dollar,1.134,5.58659218,0.06,1.165,1.06,57784.56,2824968.79141,122.12729097,Neutral,COINBASE
ETHBTC,Ether / Bitcoin,0.07383,0.43531492,0.00032,0.07392,0.07349,105.10096385,2626567.87370164,-18.59409839,Buy,COINBASE
ICP-usd,Internet Computer / United States Dollar,4.184,1.11164814,0.046,4.191,4.132,13642.2601,2491000.72735811,-53.22697509,Neutral,COINBASE
APE-usd,ApeCoin / United States Dollar,3.916,1.08415075,0.042,3.932,3.872,66000.9,2356275.36971999,-18.43961146,Neutral,COINBASE
FIL-usd,Filecoin / United States Dollar,4.458,0.72300045,0.032,4.463,4.421,54249.58,2353442.131289,-49.72675481,Sell,COINBASE
GALA-usd,Gala / United States Dollar,0.02494,0.12043356,0.00003,0.02497,0.02484,2653095,2264722.82158,-50.91713745,Sell,COINBASE
VGX-usd,Voyager Token / United States Dollar,0.4406,0.70857143,0.0031,0.4536,0.4372,440401.99,2172069.95076497,187.73152136,Buy,COINBASE
BAND-usd,Band Protocol / United States Dollar,2.123,-0.97947761,-0.021,2.164,2.122,31718.71,2153093.89378001,-25.98662968,Buy,COINBASE
JASMY-usd,JasmyCoin / United States Dollar,0.00412,0.243309,0.00001,0.00416,0.00408,32690013,2138723.76230001,-53.81170121,Sell,COINBASE
BTCEUR,Bitcoin / Euro,16103.51,0.37210613,59.7,16118.14,16040.56,1.78237926,2102316.42700153,-50.75440599,Sell,COINBASE
ETHGBP,Ether / British Pound,1020.29,0.88197198,8.92,1020.7,1010.81,27.47292391,2011506.45407027,61.97243013,Sell,COINBASE
MASK-usd,Mask Network / United States Dollar,3.78,0,0,3.82,3.75,48180.87,1966004.00289999,-18.1174341,Buy,COINBASE
DOGEEUR,Dogecoin / Euro,0.0964,1.79514256,0.0017,0.0973,0.0947,1105317.4,1746423.60773276,19.89985795,Buy,COINBASE
CHZ-usd,Chiliz / United States Dollar,0.1662,0.66626287,0.0011,0.1662,0.1651,308789.5,1723345.29563998,-65.16763253,Sell,COINBASE
AAVE-usd,Aave / United States Dollar,63.12,0.57361377,0.36,63.19,62.65,970.484,1600516.57431998,-35.22597985,Neutral,COINBASE
CBETH-usd, / United States Dollar,1201.13,0.82261002,9.8,1202.8,1190.62,72.89478,1515446.0895925,-54.89037598,Sell,COINBASE
MKR-usd,Maker / United States Dollar,640.48,0.0703092,0.45,641.32,640,427.733322,1494334.08105128,-29.74380621,Sell,COINBASE
DOGE-usdT,Dogecoin / Tether,0.1015,1.90763052,0.0019,0.1024,0.0999,2457216,1467919.64326425,3.47027218,Buy,COINBASE
GST-usd,Green Satoshi Token / United States Dollar,0.025196,-0.70541872,-0.000179,0.026668,0.024972,4620986.51,1408318.53040145,1185.64999102,Buy,COINBASE
BCH-usd,Bitcoin Cash / United States Dollar,110.5,0.74762947,0.82,110.72,109.59,589.72812947,1385943.22957635,-42.06072478,Sell,COINBASE
YFI-usd,yearn.finance / United States Dollar,6687,0.84269324,55.88,6701.26,6627.07,10.298975,1318573.12759497,-32.5210157,Neutral,COINBASE
SUSHI-usd,SushiSwap / United States Dollar,1.3342,0.54257724,0.0072,1.3349,1.3256,25089.41,1231765.884142,-20.60063037,Buy,COINBASE
ADAEUR,Cardano / Euro,0.3051,0.49407115,0.0015,0.307,0.3038,141295.53,1083021.10458847,8.85661902,Sell,COINBASE
MANA-usd,Decentraland / United States Dollar,0.4092,0.76335878,0.0031,0.41,0.4054,149898.73,1057581.592164,-58.81800447,Sell,COINBASE
QI-usd,Benqi / United States Dollar,0.008822,2.55754476,0.00022,0.008881,0.008523,2186312,1048468.467087,145.64157972,Strong Buy,COINBASE
DOGEBTC,Dogecoin / Bitcoin,0.00000599,1.52542373,9e-8,0.00000604,0.0000059,964391.8,1037252.31447861,20.66790046,Strong Buy,COINBASE
LRC-usd,Loopring / United States Dollar,0.2534,-0.27548209,-0.0007,0.2561,0.2534,262779.574955,1027363.26645932,-11.26502315,Sell,COINBASE
DOGEGBP,Dogecoin / British Pound,0.0826,1.72413793,0.0014,0.0834,0.0814,496575.9,1007981.62808422,1.29734682,Buy,COINBASE
-usdTEUR,Tether / Euro,0.95032,0.01578665,0.00015,0.95039,0.95013,11882.58,904952.51109556,-88.56730578,Sell,COINBASE
CBETHETH, / Ether,0.9599,0,0,0.96011,0.9598,20.81465,895508.074451,-55.76037052,Sell,COINBASE
APT-usd,Aptos / United States Dollar,5.15,0.78277886,0.04,5.2,5.06,4535.783,878650.34178999,-27.8733159,Buy,COINBASE
FIDA-usd,Bonfida / United States Dollar,0.3941,0.92189501,0.0036,0.404,0.3876,51290.11,856237.295731,671.44819865,Neutral,COINBASE
DYP-usd,DeFi Yield Protocol / United States Dollar,0.24733,1.93710588,0.0047,0.25095,0.23967,88380.8,825789.349959,29.82891328,Buy,COINBASE
EOS-usd,EOS / United States Dollar,0.9265,0.50987199,0.0047,0.9271,0.9209,42421.8,775301.93621001,-43.06522696,Sell,COINBASE
CRV-usd,Curve DAO Token / United States Dollar,0.6483,2.03021719,0.0129,0.6486,0.635,65081.49,734433.67097902,-55.13037297,Sell,COINBASE
BTCGBP,Bitcoin / British Pound,13812.79,0.41451696,57.02,13818.79,13756.96,0.99455268,709856.15714591,-73.40121754,Sell,COINBASE
ETC-usd,Ether Classic / United States Dollar,19.36,0.72840791,0.14,19.38,19.23,3101.59965533,707664.95829425,-46.99689185,Sell,COINBASE
FLOW-usd,Flow / United States Dollar,1.076,0.74906367,0.008,1.077,1.061,58922.198,686979.324724,-40.19774087,Sell,COINBASE
OP-usd,Optimism / United States Dollar,1.05,0.96153846,0.01,1.053,1.034,52185.23,679133.54021001,-62.76528033,Buy,COINBASE
SYN-usd,Synapse / United States Dollar,0.678,0.74294205,0.005,0.68,0.669,4515.5,642332.73881,138.31719155,Sell,COINBASE
NKN-usd,NKN / United States Dollar,0.0866,0.93240093,0.0008,0.0868,0.0858,37195.8,636002.45748,511.91088779,Buy,COINBASE
SOL-usdT,Solana / Tether,13.47,1.35440181,0.18,13.48,13.28,4512.293,634106.85877712,-57.83321729,Sell,COINBASE
DAI-usd,Dai / United States Dollar,1,0,0,1,0.9999,27424.72123,622517.79372218,-37.13533438,Buy,COINBASE
COMP-usd,Compound / United States Dollar,37.28,0.72953256,0.27,37.42,36.93,2648.046,614973.83154,11.86672262,Sell,COINBASE
GALA-usdT,Gala / Tether,0.02492,0.04014452,0.00001,0.02493,0.02486,240944,609738.4571926,-15.15560935,Sell,COINBASE
ZEC-usd,Zcash / United States Dollar,45.8,0.70360598,0.32,45.95,45.48,835.60150503,599696.88110378,-17.1827262,Neutral,COINBASE
FORTH-usd,Ampleforth Governance Token / United States Dollar,3.35,1.51515152,0.05,3.36,3.27,1746.776,538250.52078,-9.42140974,Neutral,COINBASE
AVAXEUR,Avalanche / Euro,12.91,1.33437991,0.17,12.98,12.83,1003.899,530164.97548248,-3.05508354,Neutral,COINBASE
MEDIA-usd,Media Network / United States Dollar,20.85,0.5788712,0.12,20.85,20.58,261.594,522377.67916,58.60339277,Neutral,COINBASE
GAL-usd,Project Galaxy / United States Dollar,1.509,0.66711141,0.01,1.511,1.498,12330.964,514370.99206,-15.89304619,Sell,COINBASE
SYLO-usd,Sylo / United States Dollar,0.002378,-2.54098361,-0.000062,0.00242,0.002296,6572721,512477.747619,2468.35122531,Buy,COINBASE
REN-usd,Ren / United States Dollar,0.0965,-0.82219938,-0.0008,0.0975,0.0936,1089340.507512,496331.8889409,-64.26810467,Sell,COINBASE
CRO-usd,Crypto.com Coin / United States Dollar,0.0641,0.47021944,0.0003,0.0643,0.0637,139719.6,483142.76241,-30.94935112,Sell,COINBASE
HFT-usd,Hashflow / United States Dollar,0.5334,1.02272727,0.0054,0.5375,0.5258,106843.18,482700.765504,-14.02291154,Sell,COINBASE
BAT-usd,Basic Attention Token / United States Dollar,0.22981,0.49414028,0.00113,0.22997,0.22841,48871.22,477366.2509857,73.32733036,Sell,COINBASE
GRT-usd,The Graph / United States Dollar,0.0633,0.79617834,0.0005,0.0634,0.0627,370978.9,474752.568184,-73.67756329,Sell,COINBASE
AVAXBTC,Avalanche / Bitcoin,0.00080212,1.02012544,0.0000081,0.00080651,0.00079457,534.252,474279.06095196,-4.34653351,Neutral,COINBASE
SHIBEUR,Shiba Inu / Euro,0.0000088,0.68649886,6e-8,0.00000882,0.00000872,508630763,470008.79781271,-10.95833823,Sell,COINBASE
HBAR-usd,Hedera / United States Dollar,0.04785,0.58860626,0.00028,0.04788,0.04753,517985.3,468616.728615,-11.38649698,Sell,COINBASE
LTCBTC,Litecoin / Bitcoin,0.004546,0.30891439,0.000014,0.004552,0.004523,87.25647318,455514.07920776,-7.32642388,Buy,COINBASE
SOLEUR,Solana / Euro,12.79,1.26682502,0.16,12.81,12.62,2838.594,411814.84809667,-68.73418568,Sell,COINBASE
NEAR-usd,Near Protocol / United States Dollar,1.676,0.41941282,0.007,1.685,1.667,8972.371,406862.334227,-37.13217948,Sell,COINBASE
ORN-usd,Orion Protocol / United States Dollar,0.993,0.20181635,0.002,0.995,0.988,4013.07,405371.90568,-34.1504829,Neutral,COINBASE
APE-usdT,ApeCoin / Tether,3.924,1.31680868,0.051,3.982,3.878,9042.8,384414.57603243,35.78348393,Neutral,COINBASE
TIME-usd,Chrono.tech / United States Dollar,65.27,-0.06124636,-0.04,65.98,65.04,241.17,379070.07155999,21.94913242,Sell,COINBASE
VGXEUR,Voyager Token / Euro,0.4204,1.37448758,0.0057,0.4293,0.4154,42158.61,361248.48458621,890.04846644,Buy,COINBASE
RNDR-usd,Render Token / United States Dollar,0.5109,-0.87310827,-0.0045,0.5203,0.508,69386.65,358106.988721,31.82066309,Buy,COINBASE
ERN-usd,Ethernity Chain / United States Dollar,2.03,0.4950495,0.01,2.04,2.01,5347.721,357930.01819,190.88886856,Neutral,COINBASE
-usdTGBP,Tether / British Pound,0.8148,-0.01227144,-0.0001,0.8149,0.8144,56027.74,354436.07358367,-95.20453254,Sell,COINBASE
LTCEUR,Litecoin / Euro,73.15,0.5360088,0.39,73.33,72.83,272.07781384,353622.99264184,-9.44191694,Buy,COINBASE
1INCH-usd,1Inch / United States Dollar,0.49,0.82304527,0.004,0.492,0.487,8312.81,349942.09388,31.25187651,Sell,COINBASE
MATICEUR,Polygon / Euro,0.8664,1.03790087,0.0089,0.8675,0.8563,10426.3,349564.49606235,-72.18038431,Neutral,COINBASE
CHZ-usdT,Chiliz / Tether,0.1663,0.72683222,0.0012,0.1663,0.165,57372.8,348244.80680002,-45.39946654,Sell,COINBASE
MATICGBP,Polygon / British Pound,0.7431,1.03331067,0.0076,0.7431,0.7345,12377.4,343052.15462553,-63.15404954,Neutral,COINBASE
XTZ-usd,Tezos / United States Dollar,1.001,0.80563948,0.008,1.004,0.993,33152.81,341462.44308,-68.67126256,Sell,COINBASE
REQ-usd,Request / United States Dollar,0.0914,-0.43572985,-0.0004,0.0921,0.09,1073901,339827.4049,-13.89339636,Neutral,COINBASE
TRB-usd,Tellor / United States Dollar,13.41,0.4494382,0.06,13.43,13.36,929.316,316087.85302,6.70840296,Sell,COINBASE
DASH-usd,Dash / United States Dollar,45.47,0.99955575,0.45,45.55,45.06,850.23918445,314824.44946093,-14.88210648,Buy,COINBASE
MCO2-usd,Moss Carbon Credit / United States Dollar,2.01,0.5,0.01,2.03,2,2180.81,310079.9265,240.61351149,Neutral,COINBASE
CTSI-usd,Cartesi / United States Dollar,0.1108,0.63578565,0.0007,0.1109,0.1102,47865.3,307848.4229,-26.5703926,Sell,COINBASE
MATIC-usdT,Polygon / Tether,0.911,0.99778271,0.009,0.912,0.902,8349.9,295981.19226697,-63.80257749,Buy,COINBASE
MASKGBP,Mask Network / British Pound,3.073,-0.4857513,-0.015,3.119,3.052,3341.2,286242.34424808,-28.66898106,Buy,COINBASE
OMG-usd,OMG Network / United States Dollar,1.1873,0.69544568,0.0082,1.1893,1.1785,25303.4,285186.71969,-8.64747567,Sell,COINBASE
ADAGBP,Cardano / British Pound,0.2614,0.69337442,0.0018,0.2628,0.2605,11499.94,282587.17067714,144.6284438,Sell,COINBASE
SNX-usd,Synthetix / United States Dollar,1.726,0.8766803,0.015,1.728,1.711,10236.349,276659.779949,-83.08749667,Sell,COINBASE
STX-usd,Stacks / United States Dollar,0.2468,0.081103,0.0002,0.2483,0.2466,25178.37,275951.296289,23.07664962,Neutral,COINBASE
-usdT-usdC,Tether / -usd Coin,1.0002,0.009999,0.0001,1.0002,1,1176.93,270469.66958884,-45.71393629,Buy,COINBASE
SOLBTC,Solana / Bitcoin,0.0007952,1.04193139,0.0000082,0.0007955,0.0007867,516.079,268733.13238036,-37.0797137,Sell,COINBASE
ORCA-usd,Orca / United States Dollar,0.4202,-0.63844881,-0.0027,0.4246,0.4127,1835.07,258840.590694,-24.83974261,Sell,COINBASE
TRAC-usd,OriginTrail / United States Dollar,0.1988,0.96495683,0.0019,0.1989,0.195,60033,258068.09215,161.27835754,Buy,COINBASE
MNDE-usd,Marinade / United States Dollar,0.10008,0.46175467,0.00046,0.10182,0.09876,256318.2,255123.836582,67.73438629,Sell,COINBASE
JUP-usd,Jupiter / United States Dollar,0.004081,-0.41483651,-0.000017,0.004098,0.00405,547960,254511.78424,63.80743353,Sell,COINBASE
ADABTC,Cardano / Bitcoin,0.00001892,-0.0528262,-1e-8,0.00001906,0.00001892,11247.11,254353.46300532,160.41367804,Sell,COINBASE
RLC-usd,iExec RLC / United States Dollar,1.0768,0.24204059,0.0026,1.0798,1.071,18551.4,252561.452566,-24.28599914,Neutral,COINBASE
ENJ-usd,Enjin Coin / United States Dollar,0.305,0.99337748,0.003,0.307,0.303,20122.04,248481.11487,-7.16545123,Sell,COINBASE
AMP-usd,Amp / United States Dollar,0.00348,-0.28653295,-0.00001,0.0035,0.00348,921806,245783.53879,-51.86849861,Sell,COINBASE
KNC-usd,Kyber Network / United States Dollar,0.6366,0.06287331,0.0004,0.638,0.6355,40247.5,244159.19315,27.46837493,Sell,COINBASE
IMX-usd,ImmutableX / United States Dollar,0.4721,-0.44285112,-0.0021,0.4751,0.4713,30963.91,236016.099324,-29.19556501,Neutral,COINBASE
-usdCGBP,-usd Coin / British Pound,0.8148,0,0,0.8148,0.8148,196.77,235814.02161199,-14.27624812,Sell,COINBASE
SOLGBP,Solana / British Pound,10.96,1.20036934,0.13,10.99,10.84,1275.638,233884.06689996,-58.62624472,Sell,COINBASE
OXT-usd,Orchid / United States Dollar,0.0833,-0.59665871,-0.0005,0.0836,0.0833,8241,231623.6211,45.36859763,Neutral,COINBASE
CGLD-usd,Celo / United States Dollar,0.58,-0.68493151,-0.004,0.6,0.579,181354.22,230150.38935,-47.85878474,Neutral,COINBASE
SHIBGBP,Shiba Inu / British Pound,0.00000754,0.80213904,6e-8,0.00000754,0.00000754,260760217,225455.56856872,237.01828751,Sell,COINBASE
APEEUR,ApeCoin / Euro,3.729,1.19402985,0.044,3.76,3.687,7131.73,219725.26510897,-4.09217304,Buy,COINBASE
LINKEUR,Chainlink / Euro,6.93,0.87336245,0.06,6.94,6.9,286.03,216324.95593757,-17.64039632,Sell,COINBASE
LINKBTC,Chainlink / Bitcoin,0.00043017,0.34055655,0.00000146,0.00043098,0.00042841,1043.97,214376.79889703,-30.27847479,Buy,COINBASE
AXS-usd,Axie Infinity / United States Dollar,6.77,0.74404762,0.05,6.79,6.71,2063.907,211161.07629,-59.85554583,Sell,COINBASE
MASKEUR,Mask Network / Euro,3.59,-0.27777778,-0.01,3.64,3.56,932.8,209379.60961204,-11.03010052,Buy,COINBASE
MPL-usd,Maple / United States Dollar,7.04,0.14224751,0.01,7.05,6.99,452.583,206445.11057,-40.02616877,Sell,COINBASE
SPELL-usd,Spell Token / United States Dollar,0.0006237,0.24108004,0.0000015,0.0006242,0.0006215,11560089,203896.8462406,-60.11118898,Sell,COINBASE
CRVEUR,Curve DAO Token / Euro,0.616,2.25763612,0.0136,0.616,0.6036,6017.05,203486.95850264,-3.21626583,Sell,COINBASE
NU-usd,NuCypher / United States Dollar,0.1078,2.27703985,0.0024,0.1085,0.1046,229094.831546,201294.45660916,-23.68270128,Neutral,COINBASE
FORTHEUR,Ampleforth Governance Token / Euro,3.12,-2.5,-0.08,3.12,3.12,0.574,199110.24084455,58.17671531,Sell,COINBASE
HFT-usdT,Hashflow / Tether,0.5334,1.06100796,0.0056,0.5374,0.5259,59728.06,197627.43588709,4.17638495,Neutral,COINBASE
PNG-usd,Pangolin / United States Dollar,0.04749,1.34443022,0.00063,0.04752,0.04638,5843,188857.86229,40.16961456,Neutral,COINBASE
MIR-usd,Mirror Protocol / United States Dollar,0.1325,0.60744115,0.0008,0.1327,0.1317,13264.17,188435.182803,-89.83942992,Sell,COINBASE
FARM-usd,Harvest Finance / United States Dollar,35.84,0.87250211,0.31,35.84,35.46,416.99,187119.21035001,-58.57126812,Buy,COINBASE
SAND-usd,The Sandbox / United States Dollar,0.5816,0.86715227,0.005,0.5819,0.5762,10354.43,185895.700896,-20.07315106,Sell,COINBASE
SUSHIEUR,SushiSwap / Euro,1.2641,0.00791139,0.0001,1.268,1.2641,3420.18,183546.29896879,-5.81518662,Sell,COINBASE
DOT-usdT,Polkadot / Tether,5.53,0.54545455,0.03,5.54,5.5,1724.539,182079.63979118,-19.45047744,Neutral,COINBASE
DESO-usd,Decentralized Social / United States Dollar,9.41,0.74946467,0.07,9.53,9.28,1175.063,180655.91737,-35.83885772,Sell,COINBASE
CHZEUR,Chiliz / Euro,0.1579,0.70153061,0.0011,0.1579,0.1569,20923.9,178667.91612119,-61.74430475,Sell,COINBASE
ZRX-usd,0x / United States Dollar,0.190706,0.67519414,0.001279,0.190751,0.189039,83790.99838,178255.35394659,-47.28286449,Sell,COINBASE
ENS-usd,Ethereum Name Service / United States Dollar,13.98,0.50323508,0.07,14.01,13.9,560.387,172370.40883,-45.13768284,Buy,COINBASE
IDEX-usd,IDEX / United States Dollar,0.0516,0.78125,0.0004,0.0518,0.0511,117812.5,169624.27204,85.91939987,Neutral,COINBASE
CHZGBP,Chiliz / British Pound,0.1354,0.59435364,0.0008,0.1354,0.1347,13250.5,168138.08793714,-23.59258935,Sell,COINBASE
COVAL-usd,Circuits of Value / United States Dollar,0.00959,1.05374078,0.0001,0.0097,0.0095,539695,166244.50325,-7.23499873,Sell,COINBASE
ICPEUR,Internet Computer / Euro,3.98,1.53061224,0.06,3.98,3.94,267.124,164203.85018476,80.72711919,Neutral,COINBASE
ACH-usd,Alchemy Pay / United States Dollar,0.009712,0.32021485,0.000031,0.00973,0.009678,322997.8,162544.4296073,-74.89053919,Sell,COINBASE
MLN-usd,Enzyme / United States Dollar,20.96,-0.09532888,-0.02,21.02,20.93,33.033,161757.55514,44.66794947,Neutral,COINBASE
FILBTC,Filecoin / Bitcoin,0.00026272,0.34758031,9.1e-7,0.00026314,0.00026204,49.007,159691.15041119,-42.45898515,Sell,COINBASE
BANDGBP,Band Protocol / British Pound,1.73,-0.85959885,-0.015,1.761,1.73,1782.62,156122.34676029,39.0459847,Buy,COINBASE
MUSE-usd,Muse Dao / United States Dollar,6.887,-1.24749068,-0.087,6.983,6.74,2448.96,155926.923764,-1.68795705,Sell,COINBASE
TONE-usd,TE-FOOD / United States Dollar,0.01902,-0.88587806,-0.00017,0.01927,0.01898,327892,152018.63912,-63.7695024,Sell,COINBASE
ICP-usdT,Internet Computer / Tether,4.19,1.4527845,0.06,4.19,4.15,445.1148,151291.09261767,-15.4868762,Neutral,COINBASE
B-usd-usd,Binance -usd / United States Dollar,0.999,-0.1998002,-0.002,1.001,0.999,4506.32,148578.63867,-56.66099081,Sell,COINBASE
PYR-usd,Vulcan Forged / United States Dollar,3.173,0.89030207,0.028,3.189,3.15,1137.71,147404.79176,-18.27171167,,COINBASE
LCX-usd,LCX Token / United States Dollar,0.0407,0.24630542,0.0001,0.0407,0.0405,5443.8,145625.32536,78.44389841,Sell,COINBASE
UNIBTC,Uniswap / Bitcoin,0.0003631,0.66537289,0.0000024,0.0003641,0.0003613,1865.878731,144779.17853859,-53.19122312,Buy,COINBASE
MATICBTC,Polygon / Bitcoin,0.00005381,0.63587058,3.4e-7,0.00005383,0.00005344,2931.4,143394.55399989,-74.6595495,Buy,COINBASE
VGX-usdT,Voyager Token / Tether,0.4424,1.46788991,0.0064,0.452,0.439,10994.63,142229.6292976,879.6542727,Buy,COINBASE
AST-usd,AirSwap / United States Dollar,0.1009,-0.49309665,-0.0005,0.1016,0.0999,72913.4,142047.38159,80.73941328,Sell,COINBASE
PERP-usd,Perpetual Protocol / United States Dollar,0.4616,0.61028771,0.0028,0.4645,0.4588,45495.66,139585.9277245,-44.32383727,Sell,COINBASE
CRVGBP,Curve DAO Token / British Pound,0.5285,2.10587326,0.0109,0.5285,0.5176,5336.2,137570.75372985,43.77738823,Sell,COINBASE
DOTBTC,Polkadot / Bitcoin,0.0003261,0.24592684,8e-7,0.0003275,0.0003254,653.025,137464.83182374,-37.12763802,Sell,COINBASE
LOKA-usd,League of Kingdoms Arena / United States Dollar,0.3817,1.32731617,0.005,0.3817,0.3761,14896.91,137031.41602,-40.4488471,Neutral,COINBASE
BANDBTC,Band Protocol / Bitcoin,0.00012617,-0.80974843,-0.00000103,0.00012776,0.00012568,1475.09,135976.62408971,43.27468045,Buy,COINBASE
SKL-usd,SKALE / United States Dollar,0.0274,1.10701107,0.0003,0.0274,0.0271,65936,134268.45102,-58.48918092,Sell,COINBASE
SNXEUR,Synthetix / Euro,1.64,0.61349693,0.01,1.64,1.627,165.25,133851.04713037,-41.99669762,Sell,COINBASE
POLY-usd,Polymath Network / United States Dollar,0.212,-0.37593985,-0.0008,0.213,0.21,4473,133054.1452,-16.66992626,Sell,COINBASE
DOTEUR,Polkadot / Euro,5.26,0.57361377,0.03,5.26,5.22,623.357,132266.55309502,-14.58388947,Sell,COINBASE
ABT-usd,Arcblock / United States Dollar,0.104,-2.2556391,-0.0024,0.1066,0.1022,57828.7,129405.05997,156.39871962,Sell,COINBASE
AVAX-usdT,Avalanche / Tether,13.59,0.96582467,0.13,13.66,13.4,299.799,128479.34465796,-34.68997172,Sell,COINBASE
CVC-usd,Civic / United States Dollar,0.1033,0,0,0.1033,0.1026,26307.1,128039.10916,266.07045916,Sell,COINBASE
INJ-usd,Injective Protocol / United States Dollar,1.604,0.25,0.004,1.608,1.604,602.93,127870.79619,47.03777634,Sell,COINBASE
PLU-usd,Pluton / United States Dollar,8.69,-0.22962113,-0.02,8.75,8.67,62.19,127018.9714,323.90442296,Buy,COINBASE
NUBTC,NuCypher / Bitcoin,0.00000636,2.25080386,1.4e-7,0.0000064,0.0000062,28041,125745.56267287,-2.77881132,Buy,COINBASE
-usdCEUR,-usd Coin / Euro,0.9499,0.03159225,0.0003,0.9506,0.9465,20492.42,122719.24246262,-70.61476446,Sell,COINBASE
ICPBTC,Internet Computer / Bitcoin,0.0002467,0.77614379,0.0000019,0.000247,0.000245,267.2757,122248.74644898,-13.4448991,Neutral,COINBASE
LPT-usd,Livepeer / United States Dollar,7.39,0.68119891,0.05,7.39,7.36,71.377,122053.14665,103.29028923,Sell,COINBASE
RARI-usd,Rarible / United States Dollar,2.15,1.41509434,0.03,2.16,2.13,753.982,122031.61606,160.01021043,Sell,COINBASE
STORJ-usd,Storj / United States Dollar,0.3295,0.64141723,0.0021,0.3303,0.3278,852.4,120330.704213,29.62553884,Sell,COINBASE
ALGOEUR,Algorand / Euro,0.2263,0.26583961,0.0006,0.2265,0.2258,10744,111963.7422427,-3.67617319,Sell,COINBASE
TRU-usd,TrueFi / United States Dollar,0.0384,-0.25974026,-0.0001,0.0386,0.0384,8227.3,110153.0972,307.1063997,Sell,COINBASE
XLMBTC,Stellar / Bitcoin,0.00000511,0,0,0.00000511,0.00000509,52966,108528.40457901,79.73999636,Sell,COINBASE
EOSEUR,EOS / Euro,0.8796,0.65224854,0.0057,0.88,0.877,1533.1,105776.13929279,23.67130732,Sell,COINBASE
MASK-usdT,Mask Network / Tether,3.78,-0.26385224,-0.01,3.82,3.75,1434.19,101967.20994516,-15.29039739,Buy,COINBASE
GRTEUR,The Graph / Euro,0.0602,0.66889632,0.0004,0.0602,0.0599,4754.08,101896.84792748,127.86195584,Sell,COINBASE
ROSE-usd,Oasis Network / United States Dollar,0.04703,1.20507855,0.00056,0.04704,0.04664,103592.1,101539.779951,-49.31171924,Sell,COINBASE
MATH-usd,MATH / United States Dollar,0.1155,0,0,0.1166,0.1149,31854.5,101327.32727,-67.31662956,Sell,COINBASE
